word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
гудлори	rom	сладенькая, нежная		ж. к гудлоро		ADJ					
гудлоро	rom	сладенький, нежный	прил.		уменьш. от гудло	ADJ					
гудлорэс	rom	нежно	нар.			ADVB					
гудлэс	rom	сладко	нар.			ADVB					
гулинас	rom	гуляем				VERB					
гулиндём	rom	гулл[а]		прош. I к гулинэла		NOUN					
гулинэла	rom	гуляет	гл. неп.			VERB	INTR				
гулинэнти	rom	гуляйте	повел.			VERB	IMPER				
гурув	rom	бык	м.		хинди gorū (м.)	NOUN			m		
гыём	rom	пошел, пошла (я)	прош.		к джял	VERB	PAST				
гыи, гэи	rom	идя	деепр.			GRND					
гынэ, гэнэ	rom	пошли				VERB					
гыя	rom	пошел, ушел (он), пошла, ушла (она)	прош.		к джял	VERB	PAST				
гыян	rom	ушёл, ушла (ты), также: приказание уйти				VERB					
гэи	rom	идя	деепр.			GRND					
гэнём	rom	ошибочная запись вм. гэйём, см. гыём				unknown					
гэнэ, гынэ	rom	пошли				VERB					
гэям	rom	ушли				VERB					
ґаздыи	rom	подняв	деепр.			GRND					
ґаздыяпэ	rom	поднялся (он), поднялась			снскр. hasta-dā букв. рукой давать, ср. васт	VERB					
ґалёв	rom	вероятно, кажется, букв.: угадай, ґалёл (гл. неп.) догадываться	част.			PRCL					
ґалёв	rom	угадай, также частица: вероятно, наверное, небось	повел.			VERB	IMPER				
ґалёвава, ґалювава	rom	догадываюсь, угадываю, узнаю, понимаю				VERB					
ґалёл	rom	догадывается	гл. неп.			VERB	INTR				
ґалыём	rom	узнал[а]				VERB					
ґанынг	rom	колодец	ж.		снскр. khāni (ж.) шахта, др.-перс. xānīk источник	NOUN			f		
ґанынга	rom	колодцы		мн. к ґанынг		NOUN					
ґара	rom	давно	нар.		греч. άργά поздно	ADVB					
ґасприн	rom	копейка	ж.		греч. άσπρα (мн.) деньги (букв. белые)	NOUN			f		
ґаспря	rom	копейки		мн. к гасприн		NOUN					
ґирил	rom	горох	м.		др.-инд. khára твердый	NOUN			m		
ґондя дэла	rom	вздыхает	гл. неп.			VERB	INTR				
гриминтинэла	rom	ржет	гл. неп.			VERB	INTR				
ґэй	rom	ай	межд.			INTJ					
ґэнчто	rom	скакун	м.		нем. Henst (м.) жеребец	NOUN			m		
ґэра	rom	ноги		мн. к гэрой		NOUN					
ґэрой	rom	нога	ж.		снскр. ūrú икра (ноги)	NOUN			f		
да	rom	маму		вин. ед. к дай		NOUN					
да	rom	да, и	сз.			CONJ					
да	rom	да	част.			PRCL					
да, ада	rom	этот, эта, эти		общая ф. к адава		ADJ					
да нэ	rom	дану	межд.			INTJ					
дава	rom	дам, даю			снскр. dā- дать	VERB					
дава	rom	см. адава				unknown					
дад	rom	отец	м.		хинди dādā старший брат	NOUN			m		
дада	rom	отцы		мн. к дад		NOUN					
дадо, даду, дадолэ	rom	батюшка, папа		зват. ф. к дад		NOUN					
дадывэс	rom	сегодня, нынче	нар.		адава + дывэс	ADVB					
дадэскири	rom	отцовская		ж. к дадэскиро		ADJ					
дадэскиро	rom	отцовский		ф. принадл. ед. к дад		ADJ					
даё, дае	rom	мама		зват. ф. к дай		NOUN					
даёри	rom	мамочка	ж.		уменьш. от дай	NOUN			f		
даинькэ	rom	маменька		зват. ф. к дай		NOUN					
дай	rom	мать	ж.		хинди dāi няня, кормилица	NOUN			f		
дай, адай	rom	здесь	нар.			ADVB					
дайо, даё, даю, дайэ, дае	rom	мама		зват. ф. к дай		NOUN					
дайори, даёри	rom	матушка		зват. ф. к даёри		NOUN					
дакицы	rom	столько			адава + кицы	ADVB					
дакэ	rom	матери		дат. ед. к дай		NOUN					
далицы	rom	матушка		зват. ф. к дай		NOUN					
данд	rom	зуб	м.		снскр. dánta (м., ср.) зуб	NOUN			m		
данда	rom	зубы		мн. к данд		NOUN					
дандоро	rom	зубик	м.		уменьш. от данд	NOUN			m		
дандорэнца	rom	зубками		тв. мн. к дандоро		NOUN					
дандырла, дандырэл	rom	кусает, укусит	гл. пер.		от данд	VERB	TRAN				
дар	rom	страх	ж.		хинди daṛ (м.) страх	ADVB			f		
дарав	rom	пугай	повел.			VERB	IMPER				
дарав, дарава	rom	боюсь				VERB					
даравэл	rom	пугает	гл. пер.		от дар	VERB	TRAN				
даравэн	rom	пугают				VERB					
дарандыем(пэ)	rom	испугалс				NOUN					
даранэс	rom	страшно, боязливо	нар.			ADVB					
дарэл, дарэла	rom	боится	гл. неп.			VERB	INTR				
дарэлпэ, дарэлапэ	rom	боится	гл. неп.			VERB	INTR				
даса	rom	[с] мамой		тв. ед. к дай		NOUN					
дасави	rom	такая		ж. к дасаво		ADJ					
дасаво, адасаво	rom	такой	мест.			PRON					
дасавэ	rom	такие		мн. к дасаво		ADJ					
дасо	rom	см. дасаво	мест.			PRON					
дасэ	rom	см. дасавэ				unknown					
дата	rom	дата	ж.			NOUN			f		
датэ	rom	у мамы		местн. ед. к дай		unknown					
дела	rom	дело	ж.			NOUN			f		
дело	rom	дело	м.			NOUN			m		
делы	rom	дела		мн. к дело, дела		NOUN					
дёса	rom	[с] душой		тв. ед. к ди		NOUN					
дёскири	rom	душевная, принадлежащая душе		им. ед. ж. ф. принадл. ед. к ди		ADJ					
джёв	rom	овёс	ж.		др.-инд. jávī (ж.), снскр. java (м.) зерно, ячмень	NOUN			f		
джёва	rom	овсы		мн. к джёв		NOUN					
джено	rom	см. джино				unknown					
джив	rom	живи	повел.		снскр. jīv- жить	VERB	IMPER				
дживав	rom	живу				VERB					
дживавас	rom	пожил[а]				VERB					
дживэл, дживэла	rom	живет	гл. неп.			VERB	INTR				
дживэн, дживэла	rom	живут				VERB					
джидо	rom	живущий, живой	прич. и прил.			PRTCP;ADJ					
джидэ	rom	живые		мн. к джидо		NOUN					
джиибэн, джиибэ	rom	жизнь	м.			NOUN			m		
джиибэна	rom	жизни		мн. к джиибэн		NOUN					
джин	rom	знай	повел.		снскр. jān- знать	VERB	IMPER				
джиндём	rom	жил[а], знал[а]				VERB					
джиндемас, джинджемас, точнее: джиндёмас	rom	жил[а] я				VERB					
джиндло	rom	узнанный, знакомый	прич. и прил.			PRTCP;ADJ					
джиндлэ	rom	знакомые, известные		мн. к джиндло		ADJ					
джиндя	rom	жил[а], знал[а]				VERB					
джиндям	rom	жили, знали				VERB					
джино	rom	человек	м., счетное слово при числ.		снскр. jana человек	NOUN			m		счетное слово при числ.
джином	rom	знаю				VERB					
джины	rom	женщина	счетное слово при числ.	ж. к джино		NOUN					счетное слово при числ.
джины	rom	зная	деепр.			GRND					
джинэ	rom	люди	счетное слово	мн. к джино		NOUN					счетное слово
джинэл, джинэла	rom	знает	гл. пер.			VERB	TRAN				
джинэлпз	rom	знается	гл. неп.			VERB	INTR				
джинэн	rom	знают				VERB					
джинэс	rom	знаешь				CONJ					
джинэсас	rom	знал				VERB					
джиня	rom	женщины	счетное слово	мн. к джины		NOUN					счетное слово
джювлендэ	rom	у женщин		местн. мн. к джювлы		unknown					
джювлы	rom	женщина	ж.		снскр. juvatī (ж.) молодая женщина	NOUN			f		
джювля	rom	женщины		мн. к джювлы		NOUN					
джювлякири	rom	женская		им. ед. ж. ф. принадл. ед. к джювлы		ADJ					
джюклэс	rom	пса		вин. ед. к джюкэл		NOUN					
джюкэл, джюкло	rom	пёс, собака	м.		снскр. jukaṭa (м.) пёс	NOUN			m		
джя	rom	иди, пойди	повел.		снскр. jā- идти	VERB	IMPER				
джя аври!	rom	иди прочь!				unknown					
джяв, джява	rom	иду, пойду, поеду				VERB					
джявас	rom	ходил[а] (я), хаживал[а] я				VERB					
джял, джяла	rom	идет, ходит	гл. неп.			VERB	INTR				
джян	rom	идите	повел.			VERB	IMPER				
джяна	rom	идут				VERB					
джянгавэла	rom	будит	гл. пер.		снскр. jāgar- будить	VERB	TRAN				
джянгадя	rom	разбудил[а]				VERB					
джяса	rom	идешь, пойдешь, идём, пойдём				VERB					
дзэвэлы	rom	яичница	ж.		др.-арм. dzov яйцо	NOUN			f		
дзэн, зэн	rom	седло	ж.		др.-перс. zen седло с колчаном	NOUN			f		
дзэня, зэня	rom	сёдла		мн. к дзэн		NOUN					
дзэт, зэт	rom	масло растительное	м.		др.-арм. dʐeth масло	unknown			m		
ди	rom	душа, сердце	м.		др.-арм. vogí душа / снскр. jivá (м.)	GRND			m		
дико	rom	дикий, -ая				ADJ					
дирижоро	rom	дирижёр	м.			NOUN			m		
дирижорос	rom	дирижёра		вин. ед. к дирижоро		NOUN					
дия, дя	rom	души, сердца	м.	мн. к ди		NOUN			m		
длуго	rom	долг	м.		пол. dług	NOUN			m		
длэнго	rom	долгий, длинный	прил.		пол. długi	ADJ					
